Variant Grouping,_Identifier,Lineage Grouped,%CT Count of Sample #,Collection (week)
Other,Other,B.1.36.38,0.008,2020-12-20
Other,Other,B.1.36.38,0.008,2020-12-27
Other,Other,B.1.36.38,0.008,2021-01-03
Other,Other,B.1.36.38,0.009,2021-01-10
Other,Other,B.1.36.38,0.012,2021-01-17
Other,Other,B.1.36.38,0.005,2021-01-24
Other,Other,B.1.36.38,0.003,2021-01-31
Other,Other,B.1.36.38,0.002,2021-02-07
Other,Other,B.1.36.38,0.001,2021-02-14
Other,Other,B.1.36.38,0.002,2021-02-21
Other,Other,B.1.36.38,0.001,2021-02-28
Other,Other,B.1.36.38,0.001,2021-03-07
Other,Other,B.1.36.38,0.001,2021-03-14
Other,Other,B.1.36.38,0.001,2021-03-21
Other,Other,B.1.36.38,0.001,2021-03-28
Other,Other,B.1.36.38,0,2021-04-04
Other,Other,B.1.36.38,0,2021-04-18
Other,Other,B.1.36.38,0.001,2021-04-25
Other,Other,B.1.36.38,0,2021-05-02
Other,Other,B.1.36.38,0,2021-05-16
Other,Other,B.1.36.38,0.001,2021-06-20
Other,Other,B.1.36.7,0.001,2020-11-01
Other,Other,B.1.36.7,0.001,2020-11-22
Other,Other,B.1.36.7,0.001,2020-11-29
Other,Other,B.1.36.7,0.005,2020-12-06
Other,Other,B.1.36.7,0.002,2020-12-13
Other,Other,B.1.36.7,0.002,2020-12-20
Other,Other,B.1.36.7,0.003,2020-12-27
Other,Other,B.1.36.7,0.01,2021-01-03
Other,Other,B.1.36.7,0.011,2021-01-10
Other,Other,B.1.36.7,0.007,2021-01-17
Other,Other,B.1.36.7,0.005,2021-01-24
Other,Other,B.1.36.7,0.008,2021-01-31
Other,Other,B.1.36.7,0.005,2021-02-07
Other,Other,B.1.36.7,0.003,2021-02-14
Other,Other,B.1.36.7,0.002,2021-02-21
Other,Other,B.1.36.7,0.001,2021-02-28
Other,Other,B.1.36.7,0.001,2021-03-07
Other,Other,B.1.36.7,0.001,2021-03-14
Other,Other,B.1.36.7,0,2021-03-21
Other,Other,B.1.36.7,0,2021-03-28
Other,Other,B.1.36.8,0.01,2020-07-26
Other,Other,B.1.36.8,0.018,2020-08-02
Other,Other,B.1.36.8,0.04,2020-08-09
Other,Other,B.1.36.8,0.011,2020-08-16
Other,Other,B.1.36.8,0.051,2020-08-23
Other,Other,B.1.36.8,0.018,2020-08-30
Other,Other,B.1.36.8,0.012,2020-09-06
Other,Other,B.1.36.8,0.01,2020-09-13
Other,Other,B.1.36.8,0.002,2020-09-20
Other,Other,B.1.36.8,0.001,2020-10-04
Other,Other,B.1.36.8,0.009,2020-10-18
Other,Other,B.1.36.8,0.005,2020-11-01
Other,Other,B.1.36.8,0.003,2020-11-08
Other,Other,B.1.36.8,0.003,2020-11-15
Other,Other,B.1.36.8,0.001,2020-11-22
Other,Other,B.1.36.8,0.004,2020-11-29
Other,Other,B.1.36.8,0.001,2020-12-06
Other,Other,B.1.36.8,0.001,2021-01-03
Other,Other,B.1.36.8,0.001,2021-01-10
Other,Other,B.1.36.8,0.003,2021-01-17
Other,Other,B.1.36.8,0.001,2021-02-14
Other,Other,B.1.36.8,0,2021-02-21
Other,Other,B.1.36.8,0.001,2021-03-14
Other,Other,B.1.36.8,0.001,2021-03-21
Other,Other,B.1.36.8,0,2021-03-28
Other,Other,B.1.36.8,0.001,2021-04-04
Other,Other,B.1.36.8,0,2021-04-11
Other,Other,B.1.36.9,0.001,2020-12-13
Other,Other,B.1.36.9,0.001,2020-12-27
Other,Other,B.1.361,0.001,2020-11-01
Other,Other,B.1.361,0.001,2020-11-15
Other,Other,B.1.361,0.001,2020-12-13
Other,Other,B.1.362,0.002,2021-01-17
Other,Other,B.1.362,0.004,2021-01-24
Other,Other,B.1.362,0.004,2021-01-31
Other,Other,B.1.362,0.004,2021-02-07
Other,Other,B.1.362,0.004,2021-02-14
Other,Other,B.1.362,0.003,2021-02-21
Other,Other,B.1.362,0.001,2021-02-28
Other,Other,B.1.362,0.002,2021-03-07
Other,Other,B.1.362,0.003,2021-03-14
Other,Other,B.1.362,0.002,2021-03-21
Other,Other,B.1.362,0.001,2021-03-28
Other,Other,B.1.362,0,2021-04-04
Other,Other,B.1.362,0,2021-04-11
Other,Other,B.1.362,0.001,2021-04-18
Other,Other,B.1.362,0.001,2021-05-02
Other,Other,B.1.367,0.002,2020-08-30
Other,Other,B.1.369,0.001,2020-03-15
Other,Other,B.1.369,0.002,2020-03-22
Other,Other,B.1.369,0.007,2020-03-29
Other,Other,B.1.369,0.009,2020-04-05
Other,Other,B.1.369,0.004,2020-08-02
Other,Other,B.1.369,0.002,2020-08-23
Other,Other,B.1.369,0.005,2020-08-30
Other,Other,B.1.369,0.002,2020-09-20
Other,Other,B.1.369,0.002,2020-09-27
Other,Other,B.1.369,0.004,2020-10-04
Other,Other,B.1.369,0.002,2020-10-11
Other,Other,B.1.369,0.003,2020-10-25
Other,Other,B.1.369,0.001,2020-11-01
Other,Other,B.1.369,0.002,2020-11-08
Other,Other,B.1.369,0.001,2020-11-15
Other,Other,B.1.369,0.002,2020-11-22
Other,Other,B.1.369,0.001,2020-11-29
Other,Other,B.1.369,0.001,2020-12-13
Other,Other,B.1.369,0.001,2020-12-27
Other,Other,B.1.369,0.001,2021-01-03
Other,Other,B.1.369,0.001,2021-01-10
Other,Other,B.1.369,0.001,2021-01-17
Other,Other,B.1.369,0.001,2021-01-24
Other,Other,B.1.369,0,2021-02-07
Other,Other,B.1.369,0.001,2021-02-21
Other,Other,B.1.369,0,2021-03-07
Other,Other,B.1.369.1,0.009,2020-12-27
Other,Other,B.1.369.1,0.008,2021-01-03
Other,Other,B.1.369.1,0.001,2021-01-10
Other,Other,B.1.369.1,0,2021-01-17
Other,Other,B.1.369.1,0.001,2021-01-31
Other,Other,B.1.371,0.001,2020-03-29
Other,Other,B.1.371,0.001,2020-04-05
Other,Other,B.1.371,0.002,2020-04-19
Other,Other,B.1.371,0.004,2020-04-26
Other,Other,B.1.371,0.005,2020-05-03
Other,Other,B.1.371,0.002,2020-05-10
Other,Other,B.1.380,0,2021-01-03
Other,Other,B.1.382,0.002,2020-05-03
Other,Other,B.1.388,0.001,2021-01-31
Other,Other,B.1.388,0,2021-02-07
Other,Other,B.1.389,0.006,2020-08-16
Other,Other,B.1.391,0.001,2020-03-22
Other,Other,B.1.391,0.001,2021-01-10
Other,Other,B.1.391,0.001,2021-01-24
Other,Other,B.1.391,0.001,2021-01-31
Other,Other,B.1.391,0,2021-02-07
Other,Other,B.1.395,0.001,2020-11-15
Other,Other,B.1.395,0,2021-01-03
Other,Other,B.1.395,0.001,2021-01-10
Other,Other,B.1.395,0,2021-02-21
Other,Other,B.1.396,0.001,2020-11-22
Other,Other,B.1.398,0.003,2020-08-09
Other,Other,B.1.398,0.001,2020-12-06
Other,Other,B.1.398,0.002,2020-12-13
Other,Other,B.1.400,0.001,2020-10-25
Other,Other,B.1.400,0.003,2020-11-01
Other,Other,B.1.400,0.001,2020-11-22
Other,Other,B.1.404,0.003,2020-11-22
Other,Other,B.1.404,0,2021-01-24
Other,Other,B.1.404,0.001,2021-01-31
Other,Other,B.1.404,0,2021-03-28
Other,Other,B.1.405,0.015,2020-07-19
Other,Other,B.1.405,0.001,2020-11-22
Other,Other,B.1.409,0.001,2020-12-27
Other,Other,B.1.409,0.001,2021-01-17
Other,Other,B.1.409,0,2021-01-24
Other,Other,B.1.409,0.001,2021-01-31
Other,Other,B.1.411,0,2021-01-24
Other,Other,B.1.411,0.001,2021-02-21
Other,Other,B.1.413,0.002,2020-03-15
Other,Other,B.1.413,0.003,2020-03-22
Other,Other,B.1.415,0.008,2020-03-15
Other,Other,B.1.415,0.004,2020-03-22
Other,Other,B.1.415,0.002,2020-03-29
Other,Other,B.1.415,0.002,2020-04-05
Other,Other,B.1.415,0.001,2020-04-12
Other,Other,B.1.415.1,0.001,2021-06-13
Other,Other,B.1.415.1,0.002,2021-06-20
Other,Other,B.1.416,0.002,2020-08-30
Other,Other,B.1.416,0.034,2020-09-06
Other,Other,B.1.416,0.008,2020-09-13
Other,Other,B.1.416,0.002,2020-09-20
Other,Other,B.1.416,0.017,2020-09-27
Other,Other,B.1.416,0.024,2020-10-04
Other,Other,B.1.416,0.008,2020-10-11
Other,Other,B.1.416,0.001,2020-10-25
Other,Other,B.1.416,0.002,2020-11-01
Other,Other,B.1.416,0.001,2020-11-08
Other,Other,B.1.416,0.001,2020-12-13
Other,Other,B.1.416,0.001,2020-12-20
Other,Other,B.1.416.1,0.004,2020-08-02
Other,Other,B.1.417,0,2021-02-07
Other,Other,B.1.417,0.001,2021-02-14
Other,Other,B.1.417,0,2021-02-21
Other,Other,B.1.420,0.001,2020-12-20
Other,Other,B.1.421,0.01,2020-07-26
Other,Other,B.1.422,0.269,2019-12-29
Other,Other,B.1.422,0.027,2020-03-01
Other,Other,B.1.422,0.007,2020-03-08
Other,Other,B.1.422,0.037,2020-03-15
Other,Other,B.1.422,0.041,2020-03-22
Other,Other,B.1.422,0.055,2020-03-29
Other,Other,B.1.422,0.089,2020-04-05
Other,Other,B.1.422,0.043,2020-04-12
Other,Other,B.1.422,0.019,2020-04-19
Other,Other,B.1.422,0.053,2020-04-26
Other,Other,B.1.422,0.067,2020-05-03
Other,Other,B.1.422,0.075,2020-05-10
Other,Other,B.1.422,0.139,2020-05-17
Other,Other,B.1.422,0.088,2020-05-24
Other,Other,B.1.422,0.239,2020-05-31
Other,Other,B.1.422,0.033,2020-06-07
Other,Other,B.1.422,0.075,2020-06-14
Other,Other,B.1.422,0.034,2020-06-21
Other,Other,B.1.422,0.268,2020-06-28
Other,Other,B.1.422,0.21,2020-07-05
Other,Other,B.1.422,0.474,2020-07-12
Other,Other,B.1.422,0.289,2020-07-19
Other,Other,B.1.422,0.244,2020-07-26
Other,Other,B.1.422,0.234,2020-08-02
Other,Other,B.1.422,0.145,2020-08-09
Other,Other,B.1.422,0.158,2020-08-16
Other,Other,B.1.422,0.07,2020-08-23
Other,Other,B.1.422,0.045,2020-08-30
Other,Other,B.1.422,0.04,2020-09-06
Other,Other,B.1.422,0.03,2020-09-13
Other,Other,B.1.422,0.01,2020-09-20
Other,Other,B.1.422,0.005,2020-09-27
Other,Other,B.1.422,0.001,2020-10-04
Other,Other,B.1.422,0.001,2020-10-18
Other,Other,B.1.422,0.001,2020-11-22
Other,Other,B.1.426,0.002,2020-09-20
Other,Other,B.1.426,0.001,2021-01-24
Other,Other,B.1.426,0.001,2021-01-31
Other,Other,B.1.426,0.001,2021-02-07
Other,Other,B.1.427,0.002,2020-12-27
Other,Other,B.1.427,0.002,2021-01-03
Other,Other,B.1.427,0.001,2021-01-10
Other,Other,B.1.427,0.002,2021-01-17
Other,Other,B.1.427,0.001,2021-01-31
Other,Other,B.1.427,0.002,2021-02-07
Other,Other,B.1.427,0.001,2021-02-14
Other,Other,B.1.427,0.001,2021-02-21
Other,Other,B.1.427,0.001,2021-02-28
Other,Other,B.1.427,0,2021-03-14
Other,Other,B.1.427,0,2021-03-21
Other,Other,B.1.427,0.001,2021-04-04
Other,Other,B.1.427,0.001,2021-04-18
Other,Other,B.1.427,0.001,2021-04-25
Other,Other,B.1.427,0,2021-05-02
Other,Other,B.1.427,0,2021-05-16
Other,Other,B.1.427,0,2021-11-28
Other,Other,B.1.428,0.006,2020-07-05
Other,Other,B.1.429,0.001,2020-11-29
Other,Other,B.1.429,0.002,2020-12-06
Other,Other,B.1.429,0.001,2020-12-13
Other,Other,B.1.429,0.003,2020-12-20
Other,Other,B.1.429,0.004,2020-12-27
Other,Other,B.1.429,0.002,2021-01-03
Other,Other,B.1.429,0.005,2021-01-10
Other,Other,B.1.429,0.004,2021-01-17
Other,Other,B.1.429,0.011,2021-01-24
Other,Other,B.1.429,0.006,2021-01-31
Other,Other,B.1.429,0.005,2021-02-07
Other,Other,B.1.429,0.005,2021-02-14
Other,Other,B.1.429,0.009,2021-02-21
Other,Other,B.1.429,0.01,2021-02-28
Other,Other,B.1.429,0.01,2021-03-07
Other,Other,B.1.429,0.016,2021-03-14
Other,Other,B.1.429,0.01,2021-03-21
Other,Other,B.1.429,0.009,2021-03-28
Other,Other,B.1.429,0.008,2021-04-04
Other,Other,B.1.429,0.01,2021-04-11
Other,Other,B.1.429,0.014,2021-04-18
Other,Other,B.1.429,0.015,2021-04-25
Other,Other,B.1.429,0.013,2021-05-02
Other,Other,B.1.429,0.008,2021-05-09
Other,Other,B.1.429,0.008,2021-05-16
Other,Other,B.1.429,0.003,2021-05-23
Other,Other,B.1.429,0.005,2021-05-30
Other,Other,B.1.429,0,2021-06-06
Other,Other,B.1.429,0.001,2021-06-13
Other,Other,B.1.429,0.001,2021-06-20
Other,Other,B.1.429,0.001,2021-07-11
Other,Other,B.1.429,0,2021-11-28
Other,Other,B.1.436,0.001,2020-11-22
Other,Other,B.1.438,0.001,2021-01-24
Other,Other,B.1.438,0.001,2021-02-07
Other,Other,B.1.438,0.001,2021-02-14
Other,Other,B.1.438,0,2021-02-21
Other,Other,B.1.438,0,2021-02-28
Other,Other,B.1.438,0.001,2021-03-07
Other,Other,B.1.438,0.001,2021-03-14
Other,Other,B.1.438,0,2021-03-21
Other,Other,B.1.438,0.001,2021-03-28
Other,Other,B.1.438,0,2021-04-04
Other,Other,B.1.438,0,2021-04-11
Other,Other,B.1.438,0,2021-04-18
Other,Other,B.1.438,0.001,2021-04-25
Other,Other,B.1.438,0.001,2021-05-02
Other,Other,B.1.438,0.001,2021-05-09
Other,Other,B.1.438,0,2021-06-13
Other,Other,B.1.438.1,0.008,2019-12-29
Other,Other,B.1.438.1,0.003,2020-09-06
Other,Other,B.1.438.1,0.002,2020-09-20
Other,Other,B.1.438.1,0.002,2020-09-27
Other,Other,B.1.438.1,0.001,2020-10-04
Other,Other,B.1.438.1,0.002,2020-10-11
Other,Other,B.1.438.1,0.02,2020-10-18
Other,Other,B.1.438.1,0.019,2020-10-25
Other,Other,B.1.438.1,0.012,2020-11-01
Other,Other,B.1.438.1,0.014,2020-11-08
Other,Other,B.1.438.1,0.044,2020-11-15
Other,Other,B.1.438.1,0.042,2020-11-22
Other,Other,B.1.438.1,0.073,2020-11-29
Other,Other,B.1.438.1,0.072,2020-12-06
Other,Other,B.1.438.1,0.083,2020-12-13
Other,Other,B.1.438.1,0.111,2020-12-20
Other,Other,B.1.438.1,0.111,2020-12-27
Other,Other,B.1.438.1,0.117,2021-01-03
Other,Other,B.1.438.1,0.133,2021-01-10
Other,Other,B.1.438.1,0.125,2021-01-17
Other,Other,B.1.438.1,0.152,2021-01-24
Other,Other,B.1.438.1,0.154,2021-01-31
Other,Other,B.1.438.1,0.198,2021-02-07
Other,Other,B.1.438.1,0.196,2021-02-14
Other,Other,B.1.438.1,0.186,2021-02-21
Other,Other,B.1.438.1,0.175,2021-02-28
Other,Other,B.1.438.1,0.199,2021-03-07
Other,Other,B.1.438.1,0.172,2021-03-14
Other,Other,B.1.438.1,0.123,2021-03-21
Other,Other,B.1.438.1,0.092,2021-03-28
Other,Other,B.1.438.1,0.094,2021-04-04
Other,Other,B.1.438.1,0.085,2021-04-11
Other,Other,B.1.438.1,0.072,2021-04-18
Other,Other,B.1.438.1,0.066,2021-04-25
Other,Other,B.1.438.1,0.049,2021-05-02
Other,Other,B.1.438.1,0.033,2021-05-09
Other,Other,B.1.438.1,0.018,2021-05-16
Other,Other,B.1.438.1,0.012,2021-05-23
Other,Other,B.1.438.1,0.005,2021-05-30
Other,Other,B.1.438.1,0.032,2021-06-06
Other,Other,B.1.438.1,0.03,2021-06-13
Other,Other,B.1.438.1,0.016,2021-06-20
Other,Other,B.1.438.1,0.002,2021-06-27
Other,Other,B.1.438.1,0.004,2021-07-04
Other,Other,B.1.438.1,0.001,2021-07-11
Other,Other,B.1.438.1,0.001,2021-07-18
Other,Other,B.1.438.1,0,2021-08-15
Other,Other,B.1.438.1,0,2021-09-05
Other,Other,B.1.438.1,0.001,2021-09-12
Other,Other,B.1.438.1,0,2021-09-19
Other,Other,B.1.438.1,0,2021-10-17
Other,Other,B.1.438.1,0,2021-10-31
Other,Other,B.1.438.1,0,2021-11-07
Other,Other,B.1.438.1,0,2021-11-14
Other,Other,B.1.438.1,0,2021-11-28
Other,Other,B.1.438.1,0,2021-12-05
Other,Other,B.1.438.1,0,2021-12-12
Other,Other,B.1.439,0.006,2020-03-15
Other,Other,B.1.439,0.007,2020-03-22
Other,Other,B.1.439,0.002,2020-03-29
Other,Other,B.1.441,0.002,2020-08-23
Other,Other,B.1.441,0,2021-02-28
Other,Other,B.1.443,0.001,2020-11-15
Other,Other,B.1.443,0.001,2020-12-27
Other,Other,B.1.451,0.008,2020-07-12
Other,Other,B.1.451,0.005,2020-07-26
Other,Other,B.1.453,0.001,2020-03-22
Other,Other,B.1.459,0,2021-02-28
Other,Other,B.1.465,0.007,2020-03-08
Other,Other,B.1.466,0.001,2020-11-01
Other,Other,B.1.466.1,0,2021-03-21
Other,Other,B.1.466.2,0,2021-05-23
Other,Other,B.1.468,0.001,2020-11-29
Other,Other,B.1.468,0,2021-01-10
Other,Other,B.1.468,0,2021-02-07
Other,Other,B.1.468,0,2021-03-07
Other,Other,B.1.468,0,2021-05-16
Other,Other,B.1.469,0.001,2020-11-08
Other,Other,B.1.471,0.005,2020-06-28
Other,Other,B.1.471,0.001,2020-11-08
Other,Other,B.1.471,0.001,2020-12-06
Other,Other,B.1.471,0,2021-01-03
Other,Other,B.1.471,0.001,2021-01-31
Other,Other,B.1.471,0.001,2021-02-14
Other,Other,B.1.473,0,2021-01-03
Other,Other,B.1.478,0.001,2020-11-29
Other,Other,B.1.480,0.001,2020-11-15
Other,Other,B.1.480,0.002,2020-11-22
Other,Other,B.1.480,0.001,2020-12-13
Other,Other,B.1.480,0.001,2021-02-28
Other,Other,B.1.480,0.001,2021-03-07
Other,Other,B.1.480,0.003,2021-03-14
Other,Other,B.1.480,0.002,2021-03-21
Other,Other,B.1.480,0.003,2021-03-28
Other,Other,B.1.480,0.001,2021-04-04
Other,Other,B.1.480,0,2021-04-11
Other,Other,B.1.480,0,2021-04-18
Other,Other,B.1.480,0.001,2021-04-25
Other,Other,B.1.480,0.001,2021-05-02
Other,Other,B.1.480,0,2021-05-09
Other,Other,B.1.480,0,2021-05-30
Other,Other,B.1.499,0.001,2020-03-22
Other,Other,B.1.499,0.001,2020-03-29
Other,Other,B.1.503,0.003,2020-08-09
Other,Other,B.1.505,0.01,2020-08-30
Other,Other,B.1.505,0.009,2020-09-06
Other,Other,B.1.505,0.012,2020-09-13
Other,Other,B.1.505,0.007,2020-09-20
Other,Other,B.1.505,0.031,2020-09-27
Other,Other,B.1.505,0.067,2020-10-04
Other,Other,B.1.505,0.041,2020-10-11
Other,Other,B.1.505,0.006,2020-10-18
Other,Other,B.1.505,0.01,2020-10-25
Other,Other,B.1.505,0.006,2020-11-01
Other,Other,B.1.505,0.009,2020-11-08
Other,Other,B.1.505,0.008,2020-11-15
Other,Other,B.1.505,0.008,2020-11-22
Other,Other,B.1.505,0.008,2020-11-29
Other,Other,B.1.505,0.004,2020-12-06
Other,Other,B.1.505,0.008,2020-12-13
Other,Other,B.1.505,0.005,2020-12-20
Other,Other,B.1.505,0.001,2020-12-27
Other,Other,B.1.505,0.001,2021-01-03
Other,Other,B.1.505,0.001,2021-01-10
Other,Other,B.1.505,0.001,2021-01-17
Other,Other,B.1.505,0.001,2021-01-24
Other,Other,B.1.505,0.001,2021-01-31
Other,Other,B.1.505,0,2021-02-07
Other,Other,B.1.505,0,2022-01-02
Other,Other,B.1.509,0.005,2020-07-19
Other,Other,B.1.509,0.005,2020-07-26
Other,Other,B.1.509,0.003,2020-09-06
Other,Other,B.1.509,0.002,2020-09-20
Other,Other,B.1.509,0.006,2020-10-18
Other,Other,B.1.509,0.002,2020-10-25
Other,Other,B.1.509,0.001,2020-11-01
Other,Other,B.1.509,0.001,2020-11-22
Other,Other,B.1.509,0,2021-01-03
Other,Other,B.1.509,0,2021-01-10
Other,Other,B.1.510,0.013,2020-03-08
Other,Other,B.1.510,0.001,2020-03-15
Other,Other,B.1.510,0.001,2020-03-22
Other,Other,B.1.517,0.001,2020-11-01
Other,Other,B.1.517,0.001,2020-12-06
Other,Other,B.1.517,0.002,2020-12-13
Other,Other,B.1.517,0.002,2020-12-20
Other,Other,B.1.517,0,2021-01-03
Other,Other,B.1.520,0.011,2020-06-21
Other,Other,B.1.521,0.018,2020-09-06
Other,Other,B.1.521,0.002,2020-09-13
Other,Other,B.1.523,0.003,2020-09-20
Other,Other,B.1.523,0.026,2020-09-27
Other,Other,B.1.523,0.001,2020-10-04
Other,Other,B.1.523,0.004,2020-10-18
Other,Other,B.1.523,0.001,2020-10-25
Other,Other,B.1.523,0.005,2020-11-01
Other,Other,B.1.523,0.002,2020-11-08
Other,Other,B.1.523,0.001,2020-11-15
Other,Other,B.1.523,0.003,2020-11-22
Other,Other,B.1.523,0.001,2020-11-29
Other,Other,B.1.523,0.001,2020-12-06
Other,Other,B.1.523,0.001,2020-12-20
Other,Other,B.1.523,0,2021-01-03
Other,Other,B.1.524,0,2021-02-14
Other,Other,B.1.526,0,2021-01-17
Other,Other,B.1.526,0,2021-02-21
Other,Other,B.1.526,0.001,2021-03-07
Other,Other,B.1.526,0.003,2021-03-14
Other,Other,B.1.526,0.002,2021-03-21
Other,Other,B.1.526,0.004,2021-03-28
Other,Other,B.1.526,0.004,2021-04-04
Other,Other,B.1.526,0.005,2021-04-11
Other,Other,B.1.526,0.007,2021-04-18
Other,Other,B.1.526,0.005,2021-04-25
Other,Other,B.1.526,0.003,2021-05-02
Other,Other,B.1.526,0.004,2021-05-09
Other,Other,B.1.526,0.006,2021-05-16
Other,Other,B.1.526,0.011,2021-05-23
Other,Other,B.1.526,0.008,2021-05-30
Other,Other,B.1.526,0.009,2021-06-06
Other,Other,B.1.526,0.004,2021-06-13
Other,Other,B.1.526,0.006,2021-06-20
Other,Other,B.1.526,0.004,2021-06-27
Other,Other,B.1.526,0.003,2021-07-04
Other,Other,B.1.526,0.007,2021-07-11
Other,Other,B.1.526,0,2021-07-18
Other,Other,B.1.526,0.001,2021-07-25
Other,Other,B.1.526,0,2021-08-01
Other,Other,B.1.526,0,2021-08-08
Other,Other,B.1.526,0,2021-11-28
Other,Other,B.1.527,0.001,2020-10-11
Other,Other,B.1.527,0.001,2020-10-18
Other,Other,B.1.533,0,2021-01-10
Other,Other,B.1.533,0,2021-04-04
Other,Other,B.1.538,0.005,2020-07-26
Other,Other,B.1.538,0.012,2020-09-13
Other,Other,B.1.538,0.027,2020-09-20
Other,Other,B.1.538,0.001,2020-10-04
Other,Other,B.1.538,0.001,2020-11-01
Other,Other,B.1.538,0.001,2020-12-27
Other,Other,B.1.538,0.002,2021-01-03
Other,Other,B.1.538,0.001,2021-01-10
Other,Other,B.1.538,0,2021-01-24
Other,Other,B.1.538,0,2021-02-14
Other,Other,B.1.538,0,2021-02-21
Other,Other,B.1.538,0,2021-03-07
Other,Other,B.1.543,0,2021-01-03
Other,Other,B.1.543,0.001,2021-01-24
Other,Other,B.1.543,0.001,2021-01-31
Other,Other,B.1.543,0,2021-02-14
Other,Other,B.1.544,0,2021-01-17
Other,Other,B.1.544,0,2021-01-24
Other,Other,B.1.547,0.001,2020-03-15
Other,Other,B.1.547,0.006,2020-03-22
Other,Other,B.1.547,0.002,2020-03-29
Other,Other,B.1.547,0.001,2020-04-12
Other,Other,B.1.551,0.001,2020-11-08
Other,Other,B.1.551,0.001,2020-11-15
Other,Other,B.1.551,0.001,2020-12-06
Other,Other,B.1.551,0.002,2021-01-03
Other,Other,B.1.551,0,2021-01-10
Other,Other,B.1.552,0.007,2020-03-29
Other,Other,B.1.552,0.008,2020-04-05
Other,Other,B.1.552,0.002,2020-04-12
Other,Other,B.1.552,0.001,2020-04-19
Other,Other,B.1.558,0.001,2020-12-20
Other,Other,B.1.560,0.001,2021-01-31
Other,Other,B.1.561,0.001,2020-11-22
Other,Other,B.1.561,0.003,2020-11-29
Other,Other,B.1.561,0.005,2020-12-06
Other,Other,B.1.561,0.012,2020-12-13
Other,Other,B.1.561,0.006,2020-12-20
Other,Other,B.1.561,0.004,2020-12-27
Other,Other,B.1.561,0.004,2021-01-03
Other,Other,B.1.561,0.002,2021-01-10
Other,Other,B.1.561,0.002,2021-01-17
Other,Other,B.1.561,0.001,2021-01-24
Other,Other,B.1.561,0.005,2021-01-31
Other,Other,B.1.561,0.004,2021-02-07
Other,Other,B.1.561,0.002,2021-02-14
Other,Other,B.1.561,0.003,2021-02-21
Other,Other,B.1.561,0.001,2021-02-28
Other,Other,B.1.561,0.003,2021-03-07
Other,Other,B.1.561,0.001,2021-03-14
Other,Other,B.1.563,0.001,2021-02-14
Other,Other,B.1.564,0.005,2020-05-31
Other,Other,B.1.564,0.002,2020-09-13
Other,Other,B.1.564,0.001,2020-11-08
Other,Other,B.1.564,0.002,2020-11-15
Other,Other,B.1.564,0.002,2020-11-22
Other,Other,B.1.564,0.001,2021-01-31
Other,Other,B.1.564.1,0.031,2019-12-29
Other,Other,B.1.564.1,0.003,2020-08-09
Other,Other,B.1.564.1,0.006,2020-08-23
Other,Other,B.1.564.1,0.007,2020-08-30
Other,Other,B.1.564.1,0.005,2020-09-27
Other,Other,B.1.564.1,0.008,2020-10-04
Other,Other,B.1.564.1,0.002,2020-10-11
Other,Other,B.1.564.1,0.015,2020-10-18
Other,Other,B.1.564.1,0.033,2020-11-01
Other,Other,B.1.564.1,0.017,2020-11-08
Other,Other,B.1.564.1,0.003,2020-11-15
Other,Other,B.1.564.1,0.041,2020-11-22
Other,Other,B.1.564.1,0.019,2020-11-29
Other,Other,B.1.564.1,0.013,2020-12-06
Other,Other,B.1.564.1,0.014,2020-12-13
Other,Other,B.1.564.1,0.012,2020-12-20
Other,Other,B.1.564.1,0.038,2020-12-27
Other,Other,B.1.564.1,0.015,2021-01-03
Other,Other,B.1.564.1,0.011,2021-01-10
Other,Other,B.1.564.1,0.019,2021-01-17
Other,Other,B.1.564.1,0.011,2021-01-24
Other,Other,B.1.564.1,0.007,2021-01-31
Other,Other,B.1.564.1,0.002,2021-02-07
Other,Other,B.1.564.1,0.002,2021-02-14
Other,Other,B.1.564.1,0.004,2021-02-21
Other,Other,B.1.564.1,0.003,2021-02-28
Other,Other,B.1.564.1,0.002,2021-03-07
Other,Other,B.1.564.1,0,2021-03-14
Other,Other,B.1.564.1,0,2021-03-21
Other,Other,B.1.564.1,0,2021-03-28
Other,Other,B.1.564.1,0.001,2021-04-04
Other,Other,B.1.564.1,0,2021-04-11
Other,Other,B.1.564.1,0,2021-04-18
Other,Other,B.1.564.1,0.001,2021-04-25
Other,Other,B.1.564.1,0,2021-05-02
Other,Other,B.1.564.1,0,2021-05-30
Other,Other,B.1.564.1,0.002,2021-06-20
Other,Other,B.1.565,0.003,2020-09-06
Other,Other,B.1.565,0.002,2020-09-27
Other,Other,B.1.565,0.001,2020-11-15
Other,Other,B.1.565,0.001,2020-11-22
Other,Other,B.1.565,0.001,2020-12-06
Other,Other,B.1.565,0.002,2020-12-13
Other,Other,B.1.565,0.001,2020-12-20
Other,Other,B.1.566,0,2021-03-21
Other,Other,B.1.566,0,2021-04-04
Other,Other,B.1.566,0,2021-04-11
